1.896666666666666572e+02,1.906419753086419746e+02,1.868641975308642031e+02,1.857407407407407334e+02
1.897160493827160508e+02,1.904938271604938222e+02,1.868518518518518476e+02,1.857407407407407334e+02
1.898641975308642031e+02,1.904938271604938222e+02,1.868518518518518476e+02,1.857407407407407334e+02
1.898271604938271651e+02,1.904938271604938222e+02,1.868518518518518476e+02,1.857407407407407334e+02
1.897654320987654444e+02,1.904938271604938222e+02,1.868148148148148096e+02,1.857407407407407334e+02
1.896790123456790127e+02,1.904938271604938222e+02,1.867160493827160508e+02,1.857407407407407334e+02
1.896296296296296191e+02,1.906543209876543301e+02,1.869012345679012412e+02,1.857160493827160508e+02
1.896172839506172920e+02,1.904691358024691397e+02,1.868888888888888857e+02,1.853827160493827080e+02
1.895679012345678984e+02,1.901358024691357969e+02,1.867654320987654444e+02,1.854074074074074190e+02
1.888024691358024825e+02,1.901358024691357969e+02,1.867654320987654444e+02,1.854074074074074190e+02
1.886543209876543301e+02,1.900987654320987588e+02,1.869876543209876445e+02,1.856790123456790127e+02
1.888395061728394921e+02,1.901481481481481524e+02,1.871234567901234698e+02,1.857407407407407334e+02
1.888148148148148096e+02,1.902098765432098730e+02,1.871975308641975175e+02,1.854320987654321016e+02
1.888518518518518476e+02,1.900864197530864317e+02,1.871604938271605079e+02,1.853456790123456699e+02
1.886049382716049365e+02,1.901234567901234698e+02,1.872716049382715937e+02,1.853703703703703809e+02
1.885679012345678984e+02,1.900617283950617207e+02,1.871234567901234698e+02,1.854320987654321016e+02
1.888148148148148096e+02,1.900864197530864317e+02,1.872345679012345556e+02,1.854444444444444571e+02
1.886790123456790127e+02,1.901111111111111143e+02,1.870740740740740762e+02,1.851481481481481524e+02
1.886543209876543301e+02,1.900617283950617207e+02,1.872592592592592666e+02,1.850987654320987588e+02
1.887654320987654444e+02,1.901111111111111143e+02,1.870123456790123555e+02,1.850987654320987588e+02
1.888518518518518476e+02,1.903703703703703809e+02,1.870493827160493936e+02,1.851234567901234698e+02
1.888395061728394921e+02,1.903703703703703809e+02,1.869382716049382793e+02,1.851358024691357969e+02
1.888765432098765302e+02,1.900987654320987588e+02,1.872222222222222285e+02,1.850740740740740762e+02
1.888888888888888857e+02,1.906049382716049365e+02,1.870617283950617207e+02,1.851111111111111143e+02
1.888271604938271651e+02,1.902098765432098730e+02,1.872222222222222285e+02,1.850246913580246826e+02
1.887654320987654444e+02,1.902592592592592666e+02,1.872222222222222285e+02,1.847283950617284063e+02
1.889382716049382793e+02,1.903456790123456699e+02,1.870987654320987588e+02,1.846913580246913682e+02
1.889382716049382793e+02,1.903827160493827080e+02,1.870000000000000000e+02,1.847777777777777715e+02
1.887283950617284063e+02,1.902222222222222285e+02,1.868395061728394921e+02,1.846913580246913682e+02
1.867037037037036953e+02,1.900493827160493936e+02,1.861111111111111143e+02,1.842345679012345556e+02
1.868888888888888857e+02,1.901851851851851904e+02,1.862839506172839492e+02,1.844814814814814952e+02
